modelo,num_clases,muestras_totales,muestras_train,muestras_val,muestras_test,frames_por_seq,features_por_frame,parametros_entrenables,test_accuracy,test_macro_f1,test_weighted_f1,val_accuracy,epocas_entrenadas,paridad_keras_onnx_max_diff,argmax_match_keras_onnx_pct
LSTM (Keras 3 / TF 2.15),18,560,392,84,84,90,168,95346,0.9881,0.987,0.9878,0.9405,65,4.8e-07,1.0
